Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
Elwood,42 Wave St,3,h,2450000.0,VB,Chisholm,7.2,3184.0,3.0,2.0,3.0,548.0,153.0,1928.0,Port Phillip City Council,-37.88349,144.98711,Southern Metropolitan,8989.0,31715,3,3,2018,4
Endeavour Hills,7 Ambrosia Ct,4,h,1090000.0,SP,REMAX,28.5,3802.0,4.0,3.0,2.0,581.0,390.0,2001.0,Casey City Council,-37.98081,145.26047,South-Eastern Metropolitan,8443.0,31716,3,3,2018,9
Epping,28 Bail St,3,h,600000.0,S,hockingstuart,19.6,3076.0,3.0,2.0,2.0,461.0,0.0,2010.0,Whittlesea City Council,-37.62844,145.00884,Northern Metropolitan,10926.0,31718,3,3,2018,10
Epping,19 Maserati Dr,5,h,670000.0,S,HAR,19.6,3076.0,5.0,2.0,2.0,612.0,263.0,2001.0,Whittlesea City Council,-37.63594,145.03306,Northern Metropolitan,10926.0,31722,3,3,2018,10
Essendon,9 Alfred Rd,3,h,1725000.0,S,Nelson,7.5,3040.0,3.0,1.0,2.0,607.0,144.0,1960.0,Moonee Valley City Council,-37.74441,144.92319,Western Metropolitan,9264.0,31723,3,3,2018,10
Essendon,58a Nimmo St,5,h,1556000.0,S,Nelson,7.5,3040.0,5.0,3.0,2.0,334.0,277.0,2016.0,Moonee Valley City Council,-37.74999,144.89622,Western Metropolitan,9264.0,31730,3,3,2018,10
Fawkner,18 Hood Cr,3,h,750000.0,S,Jellis,13.1,3060.0,3.0,2.0,2.0,689.0,100.0,1960.0,Hume City Council,-37.70762,144.97687,Northern Metropolitan,5070.0,31736,3,3,2018,6
Fawkner,4 Selola Ct,3,h,740000.0,PI,Harcourts,13.1,3060.0,3.0,2.0,1.0,595.0,148.0,1960.0,Hume City Council,-37.69628,144.96752,Northern Metropolitan,5070.0,31738,3,3,2018,6
Fawkner,32 Tyrrell Cr,3,h,600000.0,VB,Brad,13.1,3060.0,3.0,1.0,2.0,603.0,93.0,1960.0,Hume City Council,-37.71376,144.97239,Northern Metropolitan,5070.0,31740,3,3,2018,6
Fitzroy North,25 Liverpool St,4,h,1780000.0,S,Jellis,3.6,3068.0,4.0,2.0,1.0,150.0,133.0,1890.0,Moreland City Council,-37.78109,144.97939,Northern Metropolitan,6244.0,31747,3,3,2018,8
Fitzroy North,450 Queens Pde,4,h,1850000.0,S,Nelson,3.6,3068.0,4.0,2.0,3.0,406.0,224.0,1910.0,Moreland City Council,-37.78624,144.99343,Northern Metropolitan,6244.0,31749,3,3,2018,8
Gisborne,47 Goode St,4,h,940000.0,SP,RT,45.9,3437.0,4.0,3.0,2.0,1011.0,231.0,2017.0,Macedon Ranges Shire Council,-37.49024,144.58636,Northern Victoria,3376.0,31764,3,3,2018,3
Glenroy,10 Glenroy Rd,4,h,772000.0,S,Stockdale,11.2,3046.0,4.0,1.0,4.0,590.0,135.0,1955.0,Moreland City Council,-37.70716,144.93744,Northern Metropolitan,8870.0,31783,3,3,2018,10
Greensborough,11 Duncan Av,3,h,810000.0,S,Darren,16.1,3088.0,3.0,1.0,2.0,720.0,114.0,1990.0,Banyule City Council,-37.71139,145.09994,Northern Metropolitan,8524.0,31785,3,3,2018,11
Greensborough,223 Nepean St,4,h,890000.0,S,Jellis,16.1,3088.0,4.0,2.0,2.0,665.0,160.0,1960.0,Banyule City Council,-37.71364,145.10738,Northern Metropolitan,8524.0,31790,3,3,2018,11
Greensborough,36 Wahroonga Cr,6,h,968000.0,S,Morrison,16.1,3088.0,6.0,4.0,2.0,705.0,333.0,1980.0,Banyule City Council,-37.6945,145.12666,Northern Metropolitan,8524.0,31791,3,3,2018,11
Greenvale,97 Frontier Av,4,h,640000.0,S,Barry,20.4,3059.0,4.0,2.0,2.0,448.0,158.0,2016.0,Hume City Council,-37.6102,144.88673,Northern Metropolitan,4864.0,31796,3,3,2018,4
Hadfield,15 Curtin Av,4,h,787000.0,S,Stockdale,11.2,3046.0,4.0,2.0,1.0,583.0,114.0,1950.0,Moreland City Council,-37.70947,144.94664,Northern Metropolitan,2606.0,31798,3,3,2018,10
Hawthorn,17 Power St,4,h,2350000.0,VB,Jellis,5.3,3122.0,4.0,2.0,3.0,723.0,240.0,1890.0,Boroondara City Council,-37.81529,145.02777,Southern Metropolitan,11308.0,31814,3,3,2018,8
Heathmont,41 Barrow Dr,4,h,1540000.0,S,Barry,21.3,3135.0,4.0,2.0,3.0,866.0,199.0,2012.0,Maroondah City Council,-37.83628,145.24784,Eastern Metropolitan,3794.0,31822,3,3,2018,7
Heathmont,9 Headline Ct,3,h,1160000.0,S,Barry,21.3,3135.0,3.0,2.0,2.0,768.0,184.0,1985.0,Maroondah City Council,-37.83057,145.25398,Eastern Metropolitan,3794.0,31825,3,3,2018,7
Hillside,83 Royal Cr,5,h,740000.0,S,Prof.,18.0,3037.0,4.0,3.0,2.0,720.0,296.0,1998.0,Brimbank City Council,-37.68369,144.74022,Western Metropolitan,5556.0,31833,3,3,2018,9
Hoppers Crossing,111 Bethany Rd,3,h,620000.0,SP,Commercial,18.4,3029.0,3.0,2.0,2.0,571.0,158.0,2002.0,Wyndham City Council,-37.85402,144.67333,Western Metropolitan,13830.0,31834,3,3,2018,23
Hoppers Crossing,25 Hampstead Dr,3,h,691000.0,S,Ray,18.4,3029.0,3.0,1.0,6.0,709.0,150.0,1986.0,Wyndham City Council,-37.88137,144.69321,Western Metropolitan,13830.0,31836,3,3,2018,23
Hoppers Crossing,49 Strathmore Cr,3,h,630000.0,PI,Greg,18.4,3029.0,3.0,2.0,6.0,548.0,147.0,1990.0,Wyndham City Council,-37.8787,144.68653,Western Metropolitan,13830.0,31840,3,3,2018,23
Hoppers Crossing,19 Warringa Cr,3,h,531000.0,SP,PSP,18.4,3029.0,3.0,1.0,0.0,537.0,130.0,1985.0,Wyndham City Council,-37.88248,144.69335,Western Metropolitan,13830.0,31841,3,3,2018,23
Hoppers Crossing,35 Woolpack St,4,h,600500.0,S,hockingstuart,18.4,3029.0,4.0,2.0,2.0,545.0,182.0,2000.0,Wyndham City Council,-37.86782,144.6696,Western Metropolitan,13830.0,31842,3,3,2018,23
Ivanhoe,9 Ford St,4,h,1950000.0,S,Miles,7.8,3079.0,4.0,2.0,0.0,650.0,217.0,1925.0,Banyule City Council,-37.76432,145.04201,Eastern Metropolitan,5549.0,31844,3,3,2018,6
Ivanhoe,103 The Boulevard,4,h,2579500.0,S,Nelson,7.8,3079.0,4.0,3.0,3.0,640.0,316.0,2000.0,Banyule City Council,-37.77661,145.04659,Eastern Metropolitan,5549.0,31849,3,3,2018,6
Ivanhoe East,170 The Boulevard,4,h,1930000.0,VB,Miles,7.8,3079.0,4.0,2.0,2.0,605.0,216.0,1950.0,Banyule City Council,-37.77454,145.05212,Eastern Metropolitan,1554.0,31853,3,3,2018,6
Jacana,27 Hendricks Cr,4,h,600000.0,S,Stockdale,14.0,3047.0,4.0,2.0,4.0,905.0,85.0,1990.0,Hume City Council,-37.68209,144.9067,Northern Metropolitan,851.0,31854,3,3,2018,13
Kealba,46 Bundeena Av,4,h,800000.0,SP,Brad,14.0,3021.0,4.0,2.0,2.0,526.0,186.0,1990.0,Brimbank City Council,-37.73152,144.82612,Western Metropolitan,1202.0,31855,3,3,2018,18
Keilor East,16 Grant Gr,3,h,1011000.0,S,Nelson,11.7,3033.0,3.0,1.0,2.0,536.0,129.0,1970.0,Brimbank City Council,-37.74804,144.86747,Western Metropolitan,5629.0,31857,3,3,2018,4
Keilor East,184 Rachelle Rd,4,h,1070000.0,S,Nelson,11.7,3033.0,4.0,2.0,3.0,648.0,272.0,1980.0,Brimbank City Council,-37.73247,144.87241,Western Metropolitan,5629.0,31860,3,3,2018,4
Kensington,13 Albermarle St,3,h,1390000.0,S,Nelson,3.4,3031.0,3.0,2.0,0.0,146.0,138.0,1891.0,Melbourne City Council,-37.79611,144.93305,Northern Metropolitan,5263.0,31862,3,3,2018,7
Kew,220 Cotham Rd,4,h,2280000.0,PI,Marshall,5.4,3101.0,4.0,2.0,1.0,715.0,221.0,1899.0,Boroondara City Council,-37.80877,145.04594,Southern Metropolitan,10331.0,31864,3,3,2018,12
Kew,157 Wellington St,4,h,2695000.0,S,Marshall,5.4,3101.0,4.0,3.0,2.0,369.0,235.0,2010.0,Boroondara City Council,-37.81083,145.04567,Southern Metropolitan,10331.0,31871,3,3,2018,12
Kurunjang,4 Strawberry Rd,4,h,565000.0,SP,FN,31.7,3337.0,4.0,2.0,2.0,897.0,210.0,2004.0,Melton City Council,-37.66008,144.59833,Northern Victoria,3553.0,31877,3,3,2018,12
Langwarrin,12 Cranhaven Rd,5,h,690000.0,VB,O'Brien,41.0,3910.0,5.0,3.0,3.0,660.0,265.0,1991.0,Frankston City Council,-38.15689,145.18111,Eastern Victoria,8743.0,31879,3,3,2018,5
Lower Plenty,20 Lincoln Dr,3,h,857500.0,S,Morrison,14.6,3093.0,3.0,2.0,1.0,417.0,144.0,1973.0,Banyule City Council,-37.72775,145.12034,Eastern Metropolitan,1624.0,31882,3,3,2018,1
Lower Plenty,20A Lincoln Dr,1,t,530000.0,SP,Morrison,14.6,3093.0,1.0,1.0,1.0,380.0,92.0,1970.0,Banyule City Council,-37.72773,145.12022,Eastern Metropolitan,1624.0,31883,3,3,2018,1
Malvern,41 Thanet St,4,h,3800000.0,VB,Marshall,5.9,3144.0,4.0,2.0,2.0,786.0,276.0,1915.0,Stonnington City Council,-37.86202,145.03635,Southern Metropolitan,4675.0,31895,3,3,2018,3
Malvern East,100A Argyll St,4,t,1400000.0,VB,Jellis,8.4,3145.0,4.0,3.0,2.0,328.0,213.0,2015.0,Stonnington City Council,-37.87426,145.0891,Southern Metropolitan,8801.0,31897,3,3,2018,6
Malvern East,34 Boston Av,5,h,2260000.0,S,RT,8.4,3145.0,5.0,2.0,3.0,650.0,199.0,1925.0,Stonnington City Council,-37.88144,145.06105,Southern Metropolitan,8801.0,31898,3,3,2018,6
Malvern East,2 Deakin St,2,h,1455000.0,S,Marshall,8.4,3145.0,2.0,1.0,1.0,293.0,112.0,1890.0,Stonnington City Council,-37.86455,145.04132,Southern Metropolitan,8801.0,31900,3,3,2018,6
Malvern East,13 Emo Rd,4,h,3680000.0,S,Marshall,8.4,3145.0,4.0,3.0,4.0,778.0,331.0,1889.0,Stonnington City Council,-37.88049,145.0509,Southern Metropolitan,8801.0,31901,3,3,2018,6
Malvern East,17 Serrell St,4,h,2325000.0,S,Jellis,8.4,3145.0,4.0,2.0,3.0,659.0,255.0,1920.0,Stonnington City Council,-37.88247,145.06167,Southern Metropolitan,8801.0,31904,3,3,2018,6
Malvern East,23 Vickery St,2,t,700000.0,VB,Jellis,8.4,3145.0,2.0,1.0,1.0,71.0,141.0,2008.0,Stonnington City Council,-37.87405,145.05067,Southern Metropolitan,8801.0,31907,3,3,2018,6
Malvern East,256 Waverley Rd,4,h,2100000.0,VB,Abercromby's,8.4,3145.0,4.0,3.0,3.0,569.0,306.0,2008.0,Stonnington City Council,-37.87709,145.056,Southern Metropolitan,8801.0,31908,3,3,2018,6
Mentone,11 Bourke St,4,h,1270000.0,SP,Maitland,20.0,3194.0,4.0,1.0,4.0,540.0,114.0,1970.0,Kingston City Council,-37.97644,145.05597,South-Eastern Metropolitan,6162.0,31919,3,3,2018,8
Mernda,13 Balfour Dr,3,h,606000.0,S,Stockdale,25.9,3754.0,3.0,2.0,2.0,376.0,178.0,2010.0,Whittlesea City Council,-37.59781,145.08542,Northern Metropolitan,5812.0,31920,3,3,2018,10
Middle Park,308 Richardson St,4,h,3150000.0,VB,Marshall,3.0,3206.0,4.0,2.0,4.0,183.0,188.0,1890.0,Port Phillip City Council,-37.85154,144.96518,Southern Metropolitan,2019.0,31924,3,3,2018,3
Mill Park,6 Bean Ct,3,h,530500.0,S,HAR,17.9,3082.0,3.0,1.0,2.0,269.0,112.0,2000.0,Whittlesea City Council,-37.6543,145.07201,Northern Metropolitan,10529.0,31926,3,3,2018,6
Mill Park,3 Fenech Cl,3,h,722000.0,S,HAR,17.9,3082.0,3.0,2.0,2.0,606.0,129.0,1992.0,Whittlesea City Council,-37.66387,145.03864,Northern Metropolitan,10529.0,31928,3,3,2018,6
Mill Park,27 Jacaranda Dr,3,h,615000.0,S,Ray,17.9,3082.0,3.0,1.0,1.0,529.0,120.0,1990.0,Whittlesea City Council,-37.67642,145.05668,Northern Metropolitan,10529.0,31930,3,3,2018,6
Mont Albert,11 Marlborough St,3,h,2320000.0,S,Fletchers,10.2,3127.0,3.0,3.0,0.0,1126.0,240.0,1880.0,Boroondara City Council,-37.81631,145.10313,Eastern Metropolitan,2079.0,31934,3,3,2018,5
Moonee Ponds,11 Bloom St,3,h,1210000.0,S,Nelson,6.2,3039.0,3.0,1.0,2.0,355.0,134.0,1950.0,Moonee Valley City Council,-37.75879,144.91783,Western Metropolitan,6232.0,31943,3,3,2018,3
Moonee Ponds,11 Holberg St,4,h,2025000.0,PI,Jellis,6.2,3039.0,4.0,2.0,2.0,791.0,281.0,1990.0,Moonee Valley City Council,-37.7707,144.93175,Western Metropolitan,6232.0,31945,3,3,2018,3
Moonee Ponds,22 Norfolk St,3,h,1250000.0,VB,Nelson,6.2,3039.0,3.0,2.0,2.0,246.0,215.0,2012.0,Moonee Valley City Council,-37.76393,144.90839,Western Metropolitan,6232.0,31947,3,3,2018,3
Mooroolbark,6 Numeralla St,3,h,620000.0,S,Fletchers,26.5,3138.0,3.0,1.0,2.0,399.0,107.0,1980.0,Yarra Ranges Shire Council,-37.77508,145.31013,Eastern Victoria,8280.0,31950,3,3,2018,10
Mordialloc,52 Scarlet St,5,h,1300000.0,S,Buxton,21.5,3195.0,5.0,3.0,2.0,533.0,241.0,1985.0,Kingston City Council,-37.98903,145.09622,South-Eastern Metropolitan,3650.0,31952,3,3,2018,11
Mulgrave,51 Tiverton Dr,3,h,880000.0,SP,Win,18.8,3170.0,3.0,2.0,2.0,652.0,130.0,1970.0,Monash City Council,-37.92632,145.17978,South-Eastern Metropolitan,7113.0,31963,3,3,2018,5
Newport,45 Elizabeth St,4,h,1465000.0,S,Sweeney,6.2,3015.0,4.0,2.0,2.0,605.0,184.0,1980.0,Hobsons Bay City Council,-37.83864,144.87794,Western Metropolitan,5498.0,31969,3,3,2018,6
Newport,78 Woods St,4,h,1420000.0,VB,Williams,6.2,3015.0,4.0,2.0,2.0,470.0,172.0,1950.0,Hobsons Bay City Council,-37.84525,144.87405,Western Metropolitan,5498.0,31972,3,3,2018,6
Niddrie,45 Shaw St,2,h,1275000.0,SP,Barry,10.4,3042.0,2.0,1.0,1.0,650.0,102.0,1950.0,Moonee Valley City Council,-37.74035,144.88715,Western Metropolitan,2291.0,31976,3,3,2018,4
Northcote,16 Candy St,3,h,1680000.0,S,Nelson,5.3,3070.0,3.0,2.0,1.0,276.0,135.0,1910.0,Darebin City Council,-37.77984,144.99786,Northern Metropolitan,11364.0,31984,3,3,2018,6
Nunawading,401 Springfield Rd,3,h,836000.0,S,Barry,15.4,3131.0,3.0,2.0,2.0,423.0,140.0,1950.0,Manningham City Council,-37.80966,145.18378,Eastern Metropolitan,4973.0,31993,3,3,2018,4
Oakleigh,2 William St,4,h,1546000.0,S,Buxton,12.3,3166.0,4.0,2.0,2.0,541.0,190.0,1920.0,Monash City Council,-37.90114,145.10357,Southern Metropolitan,3224.0,31994,3,3,2018,7
Ormond,27 Thompson St,4,h,1900000.0,S,Hodges,11.4,3204.0,4.0,2.0,2.0,705.0,209.0,1940.0,Glen Eira City Council,-37.90416,145.02792,Southern Metropolitan,3578.0,32002,3,3,2018,11
Pascoe Vale,2C Heath St,4,t,810000.0,VB,Nelson,8.5,3044.0,4.0,2.0,1.0,158.0,120.0,2005.0,Moreland City Council,-37.7302,144.92928,Northern Metropolitan,7485.0,32008,3,3,2018,7
Pascoe Vale,6 Zenith St,3,h,1170000.0,S,McGrath,8.5,3044.0,3.0,2.0,2.0,605.0,163.0,1960.0,Moreland City Council,-37.72521,144.93482,Northern Metropolitan,7485.0,32013,3,3,2018,7
Point Cook,9 Marlin Cr,4,h,715000.0,S,Point,14.7,3030.0,4.0,2.0,2.0,498.0,152.0,2010.0,Wyndham City Council,-37.90997,144.73585,Western Metropolitan,15542.0,32020,3,3,2018,23
Point Cook,10 Tropic Cct,3,h,656500.0,S,Ray,14.7,3030.0,3.0,2.0,2.0,400.0,136.0,2011.0,Wyndham City Council,-37.90601,144.73621,Western Metropolitan,15542.0,32021,3,3,2018,23
Prahran,576 High St,3,h,1646000.0,S,hockingstuart,4.6,3181.0,3.0,1.0,1.0,281.0,145.0,1915.0,Stonnington City Council,-37.85391,145.00733,Southern Metropolitan,7717.0,32033,3,3,2018,3
Prahran,44 Wrights Tce,3,h,2610000.0,SP,Jellis,4.6,3181.0,3.0,2.0,0.0,279.0,207.0,1885.0,Stonnington City Council,-37.85122,145.00514,Southern Metropolitan,7717.0,32037,3,3,2018,3
Preston,13 Adeline St,3,h,1265000.0,S,Nelson,8.4,3072.0,3.0,2.0,1.0,447.0,447.0,1930.0,Darebin City Council,-37.74752,145.00087,Northern Metropolitan,14577.0,32039,3,3,2018,12
Preston,2 Clara St,3,h,1060000.0,S,Nelson,8.4,3072.0,3.0,1.0,2.0,559.0,130.0,1945.0,Darebin City Council,-37.73227,144.99533,Northern Metropolitan,14577.0,32044,3,3,2018,12
Preston,1 Emerald St,2,h,650000.0,VB,Barry,8.4,3072.0,2.0,1.0,2.0,200.0,112.0,2016.0,Darebin City Council,-37.7443,145.01791,Northern Metropolitan,14577.0,32045,3,3,2018,12
Preston,34A Grange St,3,t,860000.0,SP,Jellis,8.4,3072.0,3.0,2.0,2.0,192.0,120.0,2005.0,Darebin City Council,-37.73771,144.9881,Northern Metropolitan,14577.0,32048,3,3,2018,12
Reservoir,18 Boldrewood Pde,3,h,980000.0,PI,Nelson,12.0,3073.0,3.0,1.0,1.0,683.0,93.0,1958.0,Darebin City Council,-37.72366,145.02294,Northern Metropolitan,21650.0,32056,3,3,2018,14
Reservoir,29 Excelsior St,3,h,990000.0,S,Woodards,12.0,3073.0,3.0,2.0,2.0,289.0,119.0,2015.0,Darebin City Council,-37.72395,144.99749,Northern Metropolitan,21650.0,32061,3,3,2018,14
Reservoir,67 Seston St,3,h,610000.0,VB,Love,12.0,3073.0,3.0,1.0,2.0,609.0,86.0,1950.0,Darebin City Council,-37.72756,145.03447,Northern Metropolitan,21650.0,32070,3,3,2018,14
Ringwood East,5 Hunter Ct,3,h,902000.0,S,Real,21.3,3135.0,3.0,2.0,1.0,876.0,111.0,1965.0,Maroondah City Council,-37.82453,145.26356,Eastern Metropolitan,4407.0,32089,3,3,2018,7
Ringwood North,17 Debbie Pl,4,h,980000.0,S,Fletchers,19.9,3134.0,4.0,2.0,2.0,671.0,195.0,1985.0,Manningham City Council,-37.79739,145.22125,Eastern Metropolitan,3619.0,32092,3,3,2018,12
Rosanna,5 Rowell St,4,h,1400000.0,S,Miles,8.9,3084.0,4.0,2.0,1.0,630.0,215.0,1950.0,Banyule City Council,-37.73901,145.07582,Eastern Metropolitan,3540.0,32101,3,3,2018,10
Seddon,82 Albert St,2,h,1067000.0,S,Sweeney,5.1,3011.0,2.0,1.0,1.0,223.0,92.0,1910.0,Maribyrnong City Council,-37.80543,144.89691,Western Metropolitan,2417.0,32113,3,3,2018,7
South Melbourne,46 Glover St,2,h,1450000.0,S,Greg,1.9,3205.0,2.0,1.0,0.0,130.0,83.0,1880.0,Port Phillip City Council,-37.83913,144.9482,Southern Metropolitan,5943.0,32116,3,3,2018,3
South Morang,26 Kingfisher Pl,4,h,730000.0,S,HAR,20.5,3752.0,4.0,2.0,2.0,652.0,184.0,1995.0,Whittlesea City Council,-37.65766,145.09505,Northern Metropolitan,7969.0,32119,3,3,2018,3
South Morang,184 Meridian Dr,5,h,920000.0,S,HAR,20.5,3752.0,5.0,3.0,3.0,557.0,340.0,2005.0,Whittlesea City Council,-37.62387,145.06598,Northern Metropolitan,7969.0,32120,3,3,2018,3
South Yarra,24 Clara St,4,h,2910000.0,PI,Kay,2.7,3141.0,4.0,2.0,2.0,237.0,212.0,1900.0,Melbourne City Council,-37.84163,144.99792,Southern Metropolitan,14887.0,32123,3,3,2018,5
Strathmore,39 Henshall Rd,3,h,1500000.0,S,McDonald,8.2,3041.0,3.0,2.0,2.0,607.0,183.0,1950.0,Moonee Valley City Council,-37.73765,144.91576,Western Metropolitan,3284.0,32149,3,3,2018,5
Sunbury,52 Backhaus Av,3,h,475000.0,SP,Rounds,31.7,3429.0,3.0,2.0,1.0,402.0,119.0,2010.0,Hume City Council,-37.5924,144.70809,Western Metropolitan,14092.0,32152,3,3,2018,13
Sunbury,42 Burke Rd,3,h,469000.0,S,Raine,31.7,3429.0,3.0,1.0,3.0,649.0,140.0,1980.0,Hume City Council,-37.58254,144.71017,Western Metropolitan,14092.0,32153,3,3,2018,13
Sunbury,310 Elizabeth Dr,3,h,391000.0,PI,YPA,31.7,3429.0,3.0,2.0,2.0,688.0,149.0,1970.0,Hume City Council,-37.56889,144.72368,Western Metropolitan,14092.0,32154,3,3,2018,13
Sunbury,5 Starflower Wy,4,h,725000.0,SP,YPA,31.7,3429.0,4.0,2.0,2.0,630.0,213.0,2009.0,Hume City Council,-37.59531,144.72317,Western Metropolitan,14092.0,32157,3,3,2018,13
Sunshine,11 Robinson St,3,h,856000.0,S,Douglas,10.5,3020.0,3.0,1.0,1.0,441.0,125.0,1956.0,Brimbank City Council,-37.79017,144.83713,Western Metropolitan,3755.0,32162,3,3,2018,18
Sunshine North,374 Ballarat Rd,3,h,821000.0,S,Douglas,10.5,3020.0,3.0,1.0,2.0,624.0,143.0,1955.0,Brimbank City Council,-37.77864,144.84572,Western Metropolitan,4217.0,32164,3,3,2018,18
Sunshine North,37 Westmoreland Rd,3,h,870500.0,S,Douglas,10.5,3020.0,3.0,1.0,2.0,575.0,140.0,1970.0,Brimbank City Council,-37.77426,144.83497,Western Metropolitan,4217.0,32166,3,3,2018,18
Taylors Lakes,60 Corryong Cr,4,h,742000.0,S,Barry,15.5,3038.0,4.0,2.0,2.0,652.0,204.0,1980.0,Brimbank City Council,-37.70504,144.80535,Western Metropolitan,5336.0,32178,3,3,2018,6
Taylors Lakes,12 Nolan Pl,4,h,1136000.0,SP,Brad,15.5,3038.0,4.0,3.0,2.0,700.0,291.0,2007.0,Brimbank City Council,-37.68767,144.7703,Western Metropolitan,5336.0,32179,3,3,2018,6
Templestowe,303 Church Rd,5,h,2008000.0,S,Jellis,15.5,3106.0,5.0,3.0,2.0,811.0,393.0,1990.0,Manningham City Council,-37.76815,145.14107,Eastern Metropolitan,6202.0,32180,3,3,2018,3
Templestowe,4 Durkin Ct,4,h,1050000.0,SP,Barry,15.5,3106.0,4.0,2.0,2.0,680.0,217.0,1980.0,Manningham City Council,-37.75785,145.13593,Eastern Metropolitan,6202.0,32181,3,3,2018,3
Templestowe,8 Strand Ct,4,h,1475000.0,SP,Barry,15.5,3106.0,4.0,2.0,2.0,845.0,236.0,1980.0,Manningham City Council,-37.77239,145.15869,Eastern Metropolitan,6202.0,32184,3,3,2018,3
Templestowe,19 Wensley Ct,5,h,2102000.0,S,Jellis,15.5,3106.0,5.0,3.0,4.0,831.0,380.0,1990.0,Manningham City Council,-37.77115,145.15826,Eastern Metropolitan,6202.0,32185,3,3,2018,3
Templestowe Lower,291 High St,4,h,1250000.0,VB,Barry,12.4,3107.0,4.0,3.0,2.0,463.0,235.0,2004.0,Manningham City Council,-37.76562,145.11944,Eastern Metropolitan,5420.0,32186,3,3,2018,4
Templestowe Lower,65 Lowan Av,3,h,1155000.0,S,Barry,12.4,3107.0,3.0,2.0,2.0,655.0,160.0,1970.0,Manningham City Council,-37.75748,145.09691,Eastern Metropolitan,5420.0,32188,3,3,2018,4
Thornbury,63 Miller St,3,h,990000.0,S,McGrath,7.0,3071.0,3.0,1.0,1.0,366.0,16.0,1940.0,Darebin City Council,-37.75155,144.99169,Northern Metropolitan,8870.0,32202,3,3,2018,8
Thornbury,213 Raleigh St,3,h,1140000.0,S,McGrath,7.0,3071.0,3.0,1.0,1.0,471.0,113.0,1940.0,Darebin City Council,-37.76026,145.01602,Northern Metropolitan,8870.0,32203,3,3,2018,8
Thornbury,335 Rossmoyne St,3,h,1192000.0,S,McGrath,7.0,3071.0,3.0,1.0,2.0,455.0,139.0,1952.0,Darebin City Council,-37.75949,145.02395,Northern Metropolitan,8870.0,32205,3,3,2018,8
Wantirna,30 Gresford Rd,4,h,1008000.0,SP,LLC,14.7,3152.0,4.0,2.0,2.0,625.0,220.0,1980.0,Knox City Council,-37.84972,145.23531,Eastern Metropolitan,5424.0,32223,3,3,2018,12
Warrandyte,18 Pound Rd,4,h,1231000.0,SP,Barry,21.1,3113.0,4.0,3.0,2.0,1567.0,215.0,1990.0,Manningham City Council,-37.74681,145.19746,Eastern Metropolitan,2003.0,32225,3,3,2018,3
Watsonia North,78 Sellars St,4,h,952000.0,S,Jellis,14.5,3087.0,4.0,2.0,2.0,663.0,154.0,1960.0,Banyule City Council,-37.69697,145.09058,Northern Metropolitan,1442.0,32228,3,3,2018,3
Werribee,7 Broken Ct,3,h,470000.0,PI,Barry,14.7,3030.0,3.0,1.0,1.0,533.0,100.0,1982.0,Wyndham City Council,-37.88596,144.65964,Western Metropolitan,16166.0,32230,3,3,2018,23
Werribee,20 Goegan St,3,h,545000.0,S,YPA,14.7,3030.0,3.0,1.0,2.0,531.0,125.0,1975.0,Wyndham City Council,-37.90315,144.67115,Western Metropolitan,16166.0,32232,3,3,2018,23
Werribee,90 Kookaburra Av,3,h,454000.0,SP,Greg,14.7,3030.0,3.0,1.0,2.0,543.0,141.0,1982.0,Wyndham City Council,-37.88507,144.67787,Western Metropolitan,16166.0,32233,3,3,2018,23
Wheelers Hill,31 Alex Av,5,h,2100000.0,PI,Barry,16.7,3150.0,5.0,5.0,2.0,644.0,416.0,2016.0,Monash City Council,-37.90532,145.19323,South-Eastern Metropolitan,7392.0,32240,3,3,2018,21
Williamstown,18 Charles St,3,h,1290000.0,SP,Williams,6.8,3016.0,3.0,1.0,0.0,256.0,50.0,1915.0,Hobsons Bay City Council,-37.86045,144.89185,Western Metropolitan,6380.0,32245,3,3,2018,6
Williamstown,16 Hannan St,5,h,2720000.0,S,Jas,6.8,3016.0,5.0,2.0,1.0,655.0,244.0,1910.0,Hobsons Bay City Council,-37.86605,144.88686,Western Metropolitan,6380.0,32246,3,3,2018,6
Williamstown,12 Melbourne Rd,3,h,1295000.0,PI,Greg,6.8,3016.0,3.0,2.0,0.0,313.0,155.0,1915.0,Hobsons Bay City Council,-37.86217,144.89765,Western Metropolitan,6380.0,32247,3,3,2018,6
Williamstown,193 Melbourne Rd,2,h,980000.0,PI,Sweeney,6.8,3016.0,2.0,1.0,1.0,294.0,120.0,1900.0,Hobsons Bay City Council,-37.85149,144.88893,Western Metropolitan,6380.0,32248,3,3,2018,6
Williamstown,38 Perry St,3,h,1075000.0,SP,Sweeney,6.8,3016.0,3.0,2.0,1.0,269.0,150.0,1970.0,Hobsons Bay City Council,-37.86157,144.8926,Western Metropolitan,6380.0,32249,3,3,2018,6
Williamstown,39 Sandpiper Pl,4,h,2400000.0,SP,Greg,6.8,3016.0,4.0,2.0,2.0,462.0,28.0,2000.0,Hobsons Bay City Council,-37.86341,144.87786,Western Metropolitan,6380.0,32250,3,3,2018,6
